id,vendor_id,pickup_datetime,dropoff_datetime,passenger_count,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,store_and_fwd_flag,trip_duration
id3164619,1,2016-04-21 07:22:17,2016-04-21 07:26:04,1,-73.98007965,40.78556824,-73.98627472,40.7769928,N,227
id1904103,2,2016-06-05 04:58:04,2016-06-05 05:23:19,1,-73.77744293,40.64664078,-73.93577576,40.8484726,N,1515
id1710392,2,2016-05-22 02:14:21,2016-05-22 02:33:36,2,-74.00502777,40.71920013,-73.92974091,40.70294189,N,1155
id1889133,1,2016-04-16 05:53:45,2016-04-16 06:03:46,1,-73.98587036,40.73520279,-73.94702911,40.79101181,N,601
id0965867,1,2016-05-13 06:32:50,2016-05-13 06:41:58,1,-73.96988678,40.75320816,-73.98961639,40.76446152,N,548
id2054300,1,2016-03-25 15:40:55,2016-03-25 16:33:23,1,-73.79018402,40.64678192,-73.96272278,40.75872803,N,3148
id0349374,1,2016-03-28 17:29:22,2016-03-28 17:34:10,1,-73.98843384,40.7371788,-73.98106384,40.73883057,N,288
id3187576,2,2016-01-06 07:29:02,2016-01-06 07:49:21,1,-73.96682739,40.80426025,-73.97238922,40.7599411,N,1219
id3821644,2,2016-02-23 20:40:59,2016-02-23 20:49:39,1,-73.98028564,40.76540375,-73.97760773,40.78276825,N,520
id3227284,1,2016-06-29 14:59:41,2016-06-29 15:12:45,4,-73.99127197,40.74967575,-73.97595215,40.77623367,N,784
id2582091,1,2016-05-24 07:43:17,2016-05-24 08:12:24,1,-73.94927979,40.77304077,-73.98802948,40.76901245,N,1747
id2618907,1,2016-05-31 18:51:21,2016-05-31 19:10:59,1,-73.97725677,40.78974533,-74.00250244,40.7189064,N,1178
id2944655,2,2016-02-07 17:56:08,2016-02-07 18:10:49,1,-74.00144958,40.73363876,-74.01275635,40.71621704,N,881
id3286220,1,2016-03-21 16:36:56,2016-03-21 17:42:45,1,-73.94882202,40.77319717,-73.78299713,40.64390564,N,3949
id1221898,1,2016-05-05 18:42:19,2016-05-05 18:45:11,1,-73.96916962,40.76118469,-73.96884155,40.75482559,N,172
id1302836,2,2016-03-19 02:00:01,2016-03-19 02:19:44,5,-73.9569397,40.77072144,-73.86432648,40.7560997,N,1183
id2959226,1,2016-02-03 19:39:51,2016-02-03 19:51:22,1,-73.98992157,40.73360062,-73.97655487,40.74822617,N,691
id3916261,1,2016-03-24 15:09:00,2016-03-24 15:22:26,1,-73.97464752,40.75628662,-73.98903656,40.73498535,N,806
id3680449,1,2016-04-04 13:45:01,2016-04-04 13:55:41,1,-73.986763,40.74270248,-73.97605896,40.75124741,N,640
id2052028,1,2016-02-29 11:49:05,2016-02-29 12:02:56,1,-73.9910965,40.77082825,-73.98849487,40.7544632,N,831
id3507184,2,2016-03-14 15:32:44,2016-03-14 15:45:59,2,-73.95941162,40.77996063,-73.98069,40.78276825,N,795
id0015889,1,2016-04-17 23:44:59,2016-04-17 23:53:29,1,-73.97022247,40.75764847,-73.99330902,40.74720383,N,510
id1554405,2,2016-05-09 00:22:34,2016-05-09 00:26:44,2,-74.00449371,40.74187851,-73.99363708,40.74692154,N,250
id1559962,2,2016-01-21 10:23:01,2016-01-21 10:30:29,5,-73.99397278,40.74625015,-73.98651886,40.74287033,N,448
id0455846,2,2016-02-25 22:35:54,2016-02-25 22:53:28,6,-73.98674011,40.72977829,-73.99468231,40.75191116,N,1054
id1240503,2,2016-05-07 11:46:37,2016-05-07 11:50:05,5,-73.97996521,40.78409958,-73.98220825,40.7787323,N,208
id0771988,2,2016-02-21 04:36:44,2016-02-21 04:39:38,1,-73.95050049,40.66950226,-73.94657898,40.6732254,N,174
id0312426,2,2016-04-22 11:45:58,2016-04-22 12:01:27,1,-73.97789764,40.77339172,-73.96333313,40.76192093,N,929
id3820242,2,2016-01-13 06:34:44,2016-01-13 06:37:12,1,-73.97627258,40.74822998,-73.97564697,40.75551987,N,148
id1033867,1,2016-02-23 11:11:58,2016-02-23 11:23:02,1,-73.97389221,40.75068283,-73.98825836,40.75135422,N,664
id2854832,2,2016-04-23 13:28:57,2016-04-23 13:34:54,3,-73.98280334,40.7669754,-73.97458649,40.77823639,N,357
id3189856,1,2016-04-13 13:52:55,2016-04-13 14:14:13,1,-73.96287537,40.77013779,-73.98506165,40.73215103,N,1278
id2455681,1,2016-04-16 00:26:39,2016-04-16 01:10:41,3,-73.97218323,40.76459885,-73.97537231,40.68656921,N,2642
id2365625,2,2016-04-06 10:38:05,2016-04-06 10:49:27,1,-73.98628235,40.74672699,-74.00461578,40.74152756,N,682
id0656022,1,2016-05-01 11:14:01,2016-05-01 11:22:28,2,-73.96609497,40.77098083,-73.97341919,40.75046539,N,507
id3161034,1,2016-03-10 21:13:35,2016-03-10 21:37:14,1,-74.00709534,40.7400322,-73.98673248,40.70231247,N,1419
id3347941,1,2016-01-16 14:15:33,2016-01-16 15:03:49,2,-73.95635223,40.7815094,-73.95622253,40.78160477,N,2896
id3370806,2,2016-02-17 09:39:53,2016-02-17 10:03:20,1,-73.98635864,40.73030853,-73.97327423,40.74981689,N,1407
id2284215,2,2016-06-23 12:26:42,2016-06-23 12:31:34,1,-73.98195648,40.76911163,-73.9884491,40.77453995,N,292
id2214277,2,2016-03-17 22:25:35,2016-03-17 22:54:15,1,-73.978302,40.75656128,-73.99601746,40.76220322,N,1720
id3872048,1,2016-01-25 19:04:32,2016-01-25 19:13:18,1,-73.97307587,40.75453949,-73.98117065,40.75429535,N,526
id3200872,1,2016-05-25 10:37:18,2016-05-25 10:45:45,1,-73.99181366,40.7493782,-73.9826355,40.75649261,N,507
id3582105,2,2016-05-05 10:44:52,2016-05-05 10:56:23,1,-73.98751831,40.72864151,-74.00930023,40.70193863,N,691
id0433641,1,2016-06-24 22:10:17,2016-06-24 22:23:04,1,-73.98683167,40.74792862,-73.96218872,40.76747513,N,767
id3663449,1,2016-03-07 21:06:48,2016-03-07 21:25:09,2,-73.98230743,40.76854324,-73.97747803,40.73393631,N,1101
id0130326,2,2016-05-27 11:30:35,2016-05-27 11:41:36,1,-73.95595551,40.7819252,-73.93947601,40.80518723,N,661
id2370814,1,2016-04-05 05:06:38,2016-04-05 05:19:20,1,-73.97755432,40.74621964,-73.94120789,40.80501938,N,762
id2769875,1,2016-06-30 01:51:45,2016-06-30 02:03:23,1,-73.9944458,40.75078583,-74.01210785,40.70671844,N,698
id3905825,2,2016-02-13 05:22:28,2016-02-13 05:30:45,6,-73.95552063,40.68117142,-73.92873383,40.6795311,N,497
id0079986,2,2016-06-26 19:27:06,2016-06-26 19:36:55,1,-73.96134949,40.76919174,-73.96865845,40.79758835,N,589
id1143122,1,2016-04-28 21:02:37,2016-04-28 21:24:40,1,-74.00250244,40.73396683,-73.9651413,40.75993347,N,1323
id0650475,2,2016-06-17 05:56:06,2016-06-17 06:12:26,1,-73.97293854,40.79576874,-74.01169586,40.71389008,N,980
id3338793,2,2016-01-09 15:00:36,2016-01-09 15:08:08,5,-73.97615051,40.78909683,-73.98996735,40.77607727,N,452
id2898427,1,2016-02-03 05:44:26,2016-02-03 05:58:03,1,-73.94045258,40.79332733,-73.97869873,40.74093246,N,817
id3010650,2,2016-04-26 15:22:00,2016-04-26 15:33:24,1,-73.9732666,40.76390839,-73.98639679,40.74567032,N,684
id2520113,2,2016-06-02 21:16:39,2016-06-02 21:34:40,1,-73.98709869,40.74271011,-73.98023987,40.76560974,N,1081
id2647877,2,2016-06-25 23:57:39,2016-06-26 00:08:04,2,-73.99954987,40.73852158,-73.99233246,40.75836182,N,625
id3006690,2,2016-01-15 18:10:01,2016-01-15 18:40:10,1,-73.94229889,40.71195984,-73.9825058,40.72304153,N,1809
id2839015,2,2016-02-07 18:09:03,2016-02-07 18:21:57,2,-73.97406769,40.75786972,-73.99972534,40.73470688,N,774
id2255384,2,2016-04-10 19:02:17,2016-04-10 19:11:38,1,-73.97611237,40.74002838,-73.98329926,40.75056076,N,561
id1892369,1,2016-05-17 12:40:37,2016-05-17 12:56:57,1,-73.99707031,40.73762131,-73.99311829,40.72421646,N,980
id3933659,1,2016-04-02 10:23:50,2016-04-02 10:40:09,1,-73.98872375,40.72150421,-73.97638702,40.7610817,N,979
id3349387,2,2016-05-19 07:57:55,2016-05-19 08:02:38,1,-73.99085999,40.75618744,-73.98459625,40.76312256,N,283
id0208123,1,2016-01-12 17:06:24,2016-01-12 17:14:20,2,-73.98986053,40.77215195,-73.9749527,40.79285812,N,476
id2911097,2,2016-06-19 02:56:19,2016-06-19 03:17:32,5,-73.94332886,40.78945923,-73.89604187,40.74472046,N,1273
id3176373,2,2016-05-22 23:22:12,2016-05-22 23:50:43,1,-73.78945923,40.64699936,-73.98188019,40.6705513,N,1711
id3072336,1,2016-03-08 17:48:11,2016-03-08 17:58:31,1,-73.97822571,40.76293182,-73.97682953,40.78245544,N,620
id3983319,1,2016-06-05 13:48:14,2016-06-05 14:22:22,1,-73.97422791,40.75666428,-73.78986359,40.64311981,N,2048
id1529528,1,2016-02-23 09:36:01,2016-02-23 09:54:21,1,-73.96046448,40.77274323,-73.98008728,40.76099396,N,1100
id1416976,2,2016-06-03 07:28:39,2016-06-03 07:43:46,1,-73.95166779,40.76980591,-73.98144531,40.75691986,N,907
id3465832,1,2016-06-30 09:58:46,2016-06-30 10:03:04,2,-73.95352173,40.77859497,-73.94868469,40.77824783,N,258
id0913911,2,2016-04-07 21:12:27,2016-04-07 21:45:37,1,-73.96983337,40.76272202,-73.99452972,40.69023132,N,1990
id1503971,1,2016-06-27 12:50:52,2016-06-27 13:02:02,3,-73.96099854,40.76915741,-73.98203278,40.77636719,N,670
id1089531,2,2016-04-16 16:12:42,2016-04-16 16:20:38,5,-73.99529266,40.75992966,-73.97982025,40.77775955,N,476
id0823099,2,2016-02-18 10:13:13,2016-02-18 10:17:29,2,-73.97263336,40.78669739,-73.98084259,40.77452087,N,256
id0161373,2,2016-01-29 16:17:17,2016-01-29 16:27:18,1,-74.0043869,40.72856522,-73.99536896,40.73081207,N,601
id0035658,1,2016-01-25 08:36:43,2016-01-25 08:41:09,1,-73.98168182,40.770504,-73.98194885,40.77710342,N,266
id1517235,2,2016-06-10 17:01:07,2016-06-10 17:26:15,2,-73.9812088,40.75923157,-73.96611786,40.8015213,N,1508
id3214849,1,2016-03-17 17:24:20,2016-03-17 17:30:51,1,-73.96376801,40.77122116,-73.95849609,40.77854919,N,391
id2147494,2,2016-04-02 22:45:52,2016-04-02 22:56:36,2,-73.9702301,40.7498703,-73.95214081,40.78136063,N,644
id1875770,1,2016-06-30 08:40:52,2016-06-30 09:09:18,1,-73.95521545,40.78610611,-73.98173523,40.7521286,N,1706
id0002413,1,2016-04-09 19:33:48,2016-04-09 19:48:12,1,-74.00442505,40.72854614,-73.99062347,40.74597168,N,864
id0230634,1,2016-02-02 00:08:41,2016-02-02 00:15:24,1,-73.9695282,40.67536545,-73.97740936,40.69657516,N,403
id0022211,2,2016-02-16 11:45:32,2016-02-16 11:55:13,1,-73.98209381,40.74311829,-73.98767853,40.75078964,N,581
id0334829,2,2016-04-15 07:56:24,2016-04-15 08:08:58,1,-73.97596741,40.74398041,-73.97058868,40.75664139,N,754
id3106879,2,2016-01-24 09:59:36,2016-01-24 10:06:50,1,-73.98252869,40.61279297,-73.99317169,40.60260773,N,434
id3836712,2,2016-03-08 20:39:43,2016-03-08 20:51:21,2,-73.96421814,40.77047729,-73.9411087,40.81427383,N,698
id0180457,2,2016-03-17 22:16:51,2016-03-17 22:27:39,1,-73.98074341,40.75062943,-73.99407959,40.74890137,N,648
id3237210,1,2016-01-20 21:56:38,2016-01-20 22:17:33,1,-74.00389862,40.71315002,-73.99287415,40.69778061,N,1255
id2643287,2,2016-05-14 02:41:10,2016-05-14 03:05:06,1,-73.98879242,40.7348938,-73.95026398,40.72279358,N,1436
id0308395,2,2016-03-25 16:45:02,2016-03-25 17:00:58,1,-73.99259949,40.72386932,-73.96440887,40.71953964,N,956
id0572918,2,2016-01-09 21:21:41,2016-01-09 21:29:38,6,-73.97529602,40.74956512,-73.97462463,40.76202011,N,477
id3779894,2,2016-06-14 06:04:52,2016-06-14 06:12:00,1,-73.98078156,40.77986526,-73.98168182,40.75239182,N,428
id0178578,2,2016-05-16 19:51:03,2016-05-16 20:01:20,1,-73.98056793,40.75120163,-73.97835541,40.73085785,N,617
id1161637,2,2016-05-03 09:31:58,2016-05-03 09:56:46,1,-73.9670105,40.76676178,-73.94039154,40.84059906,N,1488
id1280024,1,2016-05-13 10:51:07,2016-05-13 10:59:02,1,-73.96937561,40.76631165,-73.95914459,40.78054047,N,475
id3619640,1,2016-04-08 09:28:39,2016-04-08 10:01:59,1,-73.86360168,40.76976776,-73.97748566,40.75919342,Y,2000
id2962654,2,2016-05-13 10:16:48,2016-05-13 10:32:21,1,-73.98222351,40.76763916,-73.95697784,40.78327179,N,933
id1280441,1,2016-05-16 14:09:05,2016-05-16 14:12:23,1,-73.9681778,40.75982666,-73.96088409,40.76823044,N,198
id1686397,1,2016-02-08 15:43:03,2016-02-08 16:30:53,1,-73.86323547,40.7700386,-74.01377106,40.70912933,N,2870
id3166896,1,2016-04-05 21:57:01,2016-04-05 22:00:46,1,-73.96022034,40.77313995,-73.94954681,40.77022934,N,225
id3295265,1,2016-03-15 08:45:05,2016-03-15 08:50:02,1,-73.94580078,40.81284332,-73.95262146,40.81106949,N,297
id1111530,2,2016-04-05 23:10:57,2016-04-05 23:25:03,1,-73.98220825,40.76924133,-73.95992279,40.78222656,N,846
id1711870,2,2016-05-13 22:08:53,2016-05-13 22:20:18,3,-73.96057892,40.76966095,-73.97702026,40.74982834,N,685
id2084456,2,2016-04-03 15:48:27,2016-04-03 16:03:14,1,-73.99214935,40.74953842,-73.9859314,40.72940063,N,887
id0067459,2,2016-04-22 11:55:21,2016-04-22 12:50:38,1,-73.94589996,40.78609085,-73.88521576,40.67994308,N,3317
id1804993,2,2016-06-29 14:44:46,2016-06-29 15:12:37,1,-73.98210907,40.77038956,-73.97775269,40.75703812,N,1671
id3397528,2,2016-05-30 04:01:54,2016-05-30 04:16:24,5,-73.99329376,40.72245026,-73.9992218,40.67325974,N,870
id3502622,2,2016-04-17 17:41:49,2016-04-17 17:46:33,2,-73.96591949,40.75846863,-73.96583557,40.75365067,N,284
id0148335,2,2016-05-13 20:09:08,2016-05-13 20:24:40,6,-73.97737885,40.73861313,-74.00195313,40.73149872,N,932
id2456838,1,2016-01-13 20:11:46,2016-01-13 20:11:53,1,-73.79344177,40.64481354,-73.79524231,40.64466858,N,7
id2293051,1,2016-05-19 07:57:40,2016-05-19 08:09:38,2,-73.98545074,40.73583984,-74.00069427,40.7479248,N,718
id0302166,2,2016-04-27 21:33:32,2016-04-27 21:46:22,3,-73.9770813,40.76447296,-73.97480011,40.75595093,N,770
id2002130,2,2016-05-29 01:11:25,2016-05-29 01:21:50,1,-73.98298645,40.76790237,-74.00236511,40.75600815,N,625
id0718143,2,2016-04-15 23:16:07,2016-04-15 23:29:12,1,-73.98671722,40.75723648,-73.9778595,40.74578857,N,785
id1284462,1,2016-01-29 16:10:38,2016-01-29 16:16:59,1,-73.98290253,40.75677872,-73.99126434,40.75008392,N,381
id1903539,1,2016-02-11 15:58:11,2016-02-11 16:10:51,1,-73.98210144,40.76536942,-73.99014282,40.75669861,N,760
id2412768,1,2016-06-01 12:40:08,2016-06-01 12:54:07,4,-73.99412537,40.74600983,-73.99526215,40.72680283,N,839
id2171759,2,2016-04-04 11:52:29,2016-04-04 11:57:41,3,-74.00282288,40.7495575,-73.99342346,40.75540924,N,312
id0203370,1,2016-02-17 10:46:39,2016-02-17 11:08:15,1,-73.99500275,40.72538376,-73.98829651,40.75382614,N,1296
id3363716,1,2016-06-12 04:08:29,2016-06-12 04:15:42,1,-73.98906708,40.71895981,-73.97558594,40.74542618,N,433
id0375039,1,2016-06-08 23:32:19,2016-06-08 23:40:26,2,-73.9910965,40.74501038,-73.96926117,40.75201035,N,487
id2130929,2,2016-01-27 11:23:55,2016-01-27 11:40:28,1,-73.99539185,40.73947144,-73.98969269,40.73426819,N,993
id0593374,1,2016-05-30 23:02:53,2016-05-30 23:31:42,2,-73.77671814,40.64510727,-73.91718292,40.70054626,N,1729
id0021298,1,2016-02-10 18:41:54,2016-02-10 18:54:08,1,-74.00622559,40.72330856,-73.9863205,40.73074341,N,734
id3223792,2,2016-05-11 23:28:43,2016-05-11 23:33:44,2,-74.01039886,40.71957016,-74.00414276,40.73016739,N,301
id0305250,2,2016-04-16 13:22:38,2016-04-16 13:37:55,6,-73.98944855,40.74171066,-73.9835968,40.76226044,N,917
id3106803,2,2016-02-29 14:10:56,2016-02-29 14:17:21,6,-74.01165009,40.71026993,-74.00467682,40.72712326,N,385
id3855990,1,2016-02-05 14:08:10,2016-02-05 14:17:24,1,-73.95233154,40.7777977,-73.96350098,40.76190948,N,554
id0673326,2,2016-06-08 02:30:02,2016-06-08 02:31:47,3,-73.98797607,40.73213196,-73.97982025,40.74335098,N,105
id3338337,2,2016-06-23 12:16:11,2016-06-23 12:28:06,2,-73.95033264,40.77970886,-73.95806885,40.77339172,N,715
id2470185,2,2016-05-02 22:07:17,2016-05-02 22:14:19,1,-73.93195343,40.74452591,-73.91200256,40.76194382,N,422
id1293377,1,2016-01-02 14:36:08,2016-01-02 14:51:15,2,-73.9598999,40.77357483,-73.99046326,40.75098419,N,907
id0984063,1,2016-03-12 15:54:03,2016-03-12 16:00:05,1,-73.95835114,40.78074646,-73.96498871,40.76680374,N,362
id1796409,1,2016-06-24 20:36:33,2016-06-24 20:40:55,2,-73.96085358,40.76077271,-73.96814728,40.76267242,N,262
id2736967,2,2016-01-17 23:31:45,2016-01-17 23:51:20,1,-73.9925766,40.74858093,-73.95018768,40.80654907,N,1175
id1822105,1,2016-06-29 05:22:53,2016-06-29 05:31:19,1,-74.00315094,40.73365402,-73.9897995,40.76267624,N,506
id3955378,2,2016-05-15 14:14:40,2016-05-15 14:42:10,1,-73.97902679,40.78947067,-73.98470306,40.76316071,N,1650
id1839547,2,2016-01-11 12:23:40,2016-01-11 12:29:23,1,-73.95833588,40.77479553,-73.95638275,40.78313446,N,343
id1629416,1,2016-02-29 10:04:11,2016-02-29 10:59:56,1,-73.78610229,40.63975525,-74.00387573,40.71685028,N,3345
id0783698,1,2016-04-13 21:24:24,2016-04-13 21:35:42,3,-74.00021362,40.72720337,-73.9885788,40.7456131,N,678
id1765312,2,2016-04-15 07:58:25,2016-04-15 08:03:26,1,-73.9960022,40.72513962,-73.98787689,40.73223877,N,301
id2387896,2,2016-03-03 12:36:05,2016-03-03 12:50:57,1,-73.98067474,40.7306366,-74.00679779,40.71992874,N,892
id3806158,1,2016-01-24 20:55:16,2016-01-24 21:05:26,1,-73.98799133,40.73159409,-74.00388336,40.70766068,N,610
id0445112,2,2016-03-11 08:25:33,2016-03-11 08:37:10,1,-73.96895599,40.7610817,-73.98274994,40.75027847,N,697
id3180887,1,2016-04-19 20:56:39,2016-04-19 20:57:49,1,-73.97543335,40.78783417,-73.96943665,40.78554535,N,70
id1546031,1,2016-05-16 21:21:28,2016-05-16 21:37:24,2,-73.98307037,40.77345276,-73.95326996,40.7723999,N,956
id0551212,1,2016-02-12 09:30:57,2016-02-12 09:41:13,1,-73.99649811,40.73381805,-74.00891113,40.71995163,N,616
id0486362,1,2016-02-13 10:32:16,2016-02-13 10:52:22,1,-73.9872818,40.77090836,-73.99362946,40.73413086,N,1206
id0297286,2,2016-03-24 22:33:54,2016-03-24 23:25:02,5,-73.98329926,40.76641083,-73.93611145,40.69736099,N,3068
id0253881,2,2016-03-23 21:35:27,2016-03-23 21:43:19,2,-74.00302124,40.72692871,-73.98777771,40.73781967,N,472
id2661055,1,2016-05-12 18:56:34,2016-05-12 19:08:02,1,-73.9719696,40.76260376,-73.95573425,40.77233505,N,688
id2397759,1,2016-04-04 14:39:03,2016-04-04 14:46:32,1,-73.98114014,40.77455902,-73.97341919,40.7640686,N,449
id3935934,2,2016-04-13 21:36:37,2016-04-13 21:58:00,2,-73.9890213,40.74534988,-73.9617691,40.76829147,N,1283
id1592313,2,2016-05-19 08:16:40,2016-05-19 08:27:03,2,-73.95362854,40.76711655,-73.974617,40.73710632,N,623
id1699173,2,2016-02-05 15:17:01,2016-02-05 15:22:27,1,-73.97856903,40.75655365,-73.98982239,40.73934937,N,326
id2281954,1,2016-03-18 16:01:05,2016-03-18 16:01:54,1,-73.94962311,40.78083038,-73.95038605,40.77730942,N,49
id3016351,2,2016-04-07 06:28:01,2016-04-07 06:33:30,1,-73.95842743,40.71318817,-73.95095062,40.72156906,N,329
id1001017,2,2016-03-18 19:47:59,2016-03-18 19:50:55,5,-73.95668793,40.80086136,-73.95303345,40.8074913,N,176
id2180361,1,2016-03-11 18:20:22,2016-03-11 18:48:25,2,-73.99357605,40.74710846,-73.99622345,40.71143341,N,1683
id1983599,1,2016-04-13 07:42:22,2016-04-13 07:58:48,1,-73.92653656,40.765522,-73.96823883,40.75128555,N,986
id2521968,2,2016-02-06 14:34:26,2016-02-06 14:58:04,2,-73.9825592,40.77194214,-74.00502014,40.73183823,N,1418
id0928834,1,2016-04-13 22:19:03,2016-04-13 22:35:11,2,-73.99359131,40.72137833,-73.99747467,40.69551468,N,968
id0944060,2,2016-06-02 17:57:06,2016-06-02 18:18:59,1,-73.97409058,40.76319885,-73.9825592,40.77444458,N,1313
id0767725,1,2016-05-19 14:56:44,2016-05-19 15:06:14,1,-74.00572205,40.73823929,-73.99208832,40.73549271,N,570
id2319437,1,2016-04-27 13:26:46,2016-04-27 13:45:04,1,-74.0038147,40.73202896,-73.95664978,40.71340942,N,1098
id1383635,2,2016-04-07 19:41:19,2016-04-07 19:50:09,5,-73.98915863,40.7397995,-73.97369385,40.74798965,N,530
id2935220,1,2016-05-15 11:31:52,2016-05-15 11:43:10,1,-73.996521,40.72541428,-73.99351501,40.69004822,N,678
id1337326,1,2016-05-20 17:14:16,2016-05-20 17:44:34,2,-73.94490051,40.80879211,-73.98054504,40.76153183,N,1818
id0283282,2,2016-04-30 23:06:52,2016-04-30 23:14:18,1,-73.98783875,40.73224258,-73.99542999,40.74391937,N,446
id0624186,2,2016-03-20 10:24:43,2016-03-20 10:27:54,1,-74.00231171,40.72647095,-74.01045227,40.72013855,N,191
id1097627,2,2016-04-14 22:38:17,2016-04-14 22:48:33,1,-73.97795868,40.72546768,-74.00639343,40.70857239,N,616
id1649909,2,2016-01-06 12:48:11,2016-01-06 13:04:38,1,-73.98648834,40.7779007,-73.96443939,40.77167511,N,987
id2182053,2,2016-03-02 07:48:15,2016-03-02 08:10:58,3,-73.99542236,40.68788147,-73.97302246,40.75422287,N,1363
id1181547,2,2016-03-30 00:55:28,2016-03-30 01:03:42,1,-74.0005722,40.7298851,-73.9805603,40.74646378,N,494
id2536948,1,2016-01-30 14:11:34,2016-01-30 14:26:01,1,-73.98901367,40.73110199,-73.96903992,40.75522614,N,867
id1416074,2,2016-03-10 13:34:52,2016-03-10 13:49:16,1,-73.97357941,40.78973007,-73.97483063,40.79029083,N,864
id3566418,1,2016-06-24 11:10:23,2016-06-24 11:32:02,2,-73.99446869,40.7503891,-73.96891785,40.76037216,N,1299
id1228222,1,2016-03-09 11:06:15,2016-03-09 11:18:56,3,-73.99317932,40.74132538,-73.98532867,40.75952911,N,761
id0445877,2,2016-05-19 10:24:20,2016-05-19 10:32:50,1,-73.98478699,40.73645401,-73.97520447,40.74791336,N,510
id2203808,1,2016-06-10 20:54:02,2016-06-10 20:57:13,2,-73.97533417,40.76148224,-73.98345947,40.7500267,N,191
id1530556,2,2016-02-04 09:18:07,2016-02-04 09:35:01,2,-73.99329376,40.75287247,-73.9877243,40.77011108,N,1014
id3114699,2,2016-06-08 09:35:10,2016-06-08 09:59:05,3,-73.9953537,40.68814468,-74.00271606,40.71816635,N,1435
id1039417,1,2016-03-17 10:30:51,2016-03-17 10:33:51,1,-74.00427246,40.71309662,-74.00771332,40.71453857,N,180
id2176844,2,2016-01-12 13:14:34,2016-01-12 13:24:28,1,-73.98987579,40.74692535,-73.99301147,40.75273132,N,594
id3315494,2,2016-01-04 15:09:16,2016-01-04 15:28:40,3,-73.97270966,40.79091644,-73.96469116,40.76716995,N,1164
id3267154,1,2016-03-14 20:08:12,2016-03-14 20:19:54,1,-73.97006989,40.78955078,-73.95024872,40.77640152,N,702
id0025094,2,2016-06-27 10:38:23,2016-06-27 10:49:00,3,-74.01569366,40.71144867,-74.01045227,40.73076248,N,637
id2843664,1,2016-02-06 15:27:14,2016-02-06 15:28:01,1,-73.9849472,40.75194931,-73.98355865,40.75155258,N,47
id2186224,2,2016-02-06 22:12:03,2016-02-06 22:25:48,1,-73.99371338,40.74162292,-73.99012756,40.76808167,N,825
id3683408,1,2016-05-08 10:24:38,2016-05-08 10:43:51,1,-73.95378876,40.77501297,-74.0020752,40.75098419,N,1153
id1571463,1,2016-05-19 23:44:10,2016-05-20 00:14:38,1,-74.00298309,40.7280426,-73.9356842,40.68346786,N,1828
id3486120,1,2016-02-11 10:02:43,2016-02-11 10:38:51,1,-74.01020813,40.70994186,-73.98522949,40.75972366,N,2168
id1584169,1,2016-02-18 10:16:28,2016-02-18 10:34:12,1,-73.98149872,40.75859833,-74.00099945,40.74629974,N,1064
id0273291,2,2016-04-05 12:36:20,2016-04-05 12:58:37,2,-73.98204803,40.75704956,-73.95448303,40.76742935,N,1337
id3528245,1,2016-05-13 15:38:29,2016-05-13 16:00:21,1,-73.959198,40.77156067,-73.97606659,40.74467087,N,1312
id0090483,2,2016-03-12 20:11:48,2016-03-12 20:13:12,1,-73.9777832,40.74599075,-73.97424316,40.75131607,N,84
id3272308,1,2016-02-25 22:37:56,2016-02-25 22:44:02,1,-73.96430206,40.77352142,-73.94030762,40.80562973,N,366
id0526486,1,2016-05-09 19:52:31,2016-05-09 19:59:58,1,-73.97522736,40.76165009,-73.96824646,40.75566101,N,447
id2621910,2,2016-02-09 23:40:31,2016-02-09 23:57:25,1,-73.98990631,40.75663376,-73.92875671,40.86443329,N,1014
id1678263,2,2016-03-10 10:43:18,2016-03-10 10:52:11,5,-73.98223114,40.74890137,-73.972229,40.75419998,N,533
id1513384,2,2016-06-05 09:54:09,2016-06-05 10:02:43,1,-73.97637939,40.75904083,-73.98861694,40.74271011,N,514
id0892671,1,2016-05-11 21:17:38,2016-05-11 21:22:09,1,-73.98202515,40.77710724,-73.9747467,40.78779602,N,271
id0800363,2,2016-03-04 01:52:45,2016-03-04 02:00:50,3,-73.99260712,40.71871948,-73.96204376,40.71321106,N,485
id1491328,2,2016-03-04 21:34:51,2016-03-04 21:44:42,5,-73.96572876,40.76686096,-73.95513916,40.78569031,N,591
id3416268,2,2016-05-24 06:43:20,2016-05-24 06:47:59,1,-73.95487213,40.7675209,-73.96337128,40.77518845,N,279
id0998516,2,2016-05-15 19:09:40,2016-05-15 19:26:11,4,-73.99230957,40.75168991,-73.96630859,40.7580986,N,991
id3639134,2,2016-06-11 19:09:27,2016-06-11 19:22:19,1,-73.98466492,40.74804688,-73.98547363,40.75780869,N,772
id3050329,1,2016-06-07 21:17:49,2016-06-07 21:19:32,1,-73.98055267,40.74763489,-73.97931671,40.74978256,N,103
id1826407,2,2016-05-29 18:00:51,2016-05-29 18:12:05,5,-73.98565674,40.73532104,-73.99972534,40.75086594,N,674
id3772927,2,2016-02-11 18:53:15,2016-02-11 19:00:50,2,-73.96633911,40.75315857,-73.9593277,40.76673889,N,455
id3370214,2,2016-05-20 03:55:24,2016-05-20 03:59:47,1,-73.98033142,40.75138092,-73.98247528,40.73931885,N,263
id0294906,1,2016-05-06 21:58:42,2016-05-06 22:17:35,1,-73.98174286,40.76429367,-73.97345734,40.73826981,N,1133
